fipstate,naics,emp,qp1,ap,est,year
34,321///,3202,25360,111269,165,2001
34,322///,16419,165514,658881,246,2001
34,323///,30471,316060,1237213,1456,2001
34,324///,3410,59489,228038,67,2001
34,325///,66604,1151295,4575509,750,2001
34,326///,30032,257461,1039428,557,2001
34,327///,13793,131881,556670,348,2001
34,331///,9526,103714,411667,158,2001
34,332///,37179,354162,1419867,1645,2001
34,333///,23987,267598,1011877,821,2001
34,334///,35772,479757,1889292,616,2001
34,335///,9339,94529,373702,268,2001
34,336///,10435,119446,478512,190,2001
34,337///,8853,69392,290898,518,2001
34,339///,25144,281329,1115181,970,2001
34,421///,147429,1966124,8020872,10066,2001
34,422///,133575,1751395,7142425,6725,2001
34,441///,47724,446226,2036368,2887,2001
34,442///,19667,125384,505730,2135,2001
34,443///,12440,89435,360014,1511,2001
34,444///,33317,247228,1097813,2395,2001
34,445///,104110,493933,2095018,6952,2001
34,446///,32858,161090,689964,2884,2001
34,447///,15379,64719,270809,2859,2001
34,448///,52618,201716,862573,5639,2001
34,451///,18809,72806,312440,1901,2001
34,452///,54475,229069,959097,1004,2001
34,453///,21680,90634,400155,3525,2001
34,454///,20931,244952,871265,1379,2001
34,481///,18555,237658,869644,107,2001
34,483///,2451,33784,140893,84,2001
34,484///,45333,413753,1732795,3212,2001
34,485///,36324,229111,936853,1100,2001
34,486///,305,5500,22230,27,2001
34,487///,477,2463,12448,101,2001
34,488///,21623,241315,987612,1295,2001
34,492///,24150,179478,720512,470,2001
34,493///,12523,100452,389967,399,2001
34,511///,44988,792776,2816971,1101,2001
34,512///,6427,39320,175027,518,2001
34,513///,64451,1288619,4426827,1641,2001
34,514///,14271,214209,749569,777,2001
34,521///,0,0,0,2,2001
34,522///,86933,988309,3902034,5129,2001
34,523///,53298,2254131,6222039,3773,2001
34,524///,79459,1423563,4948644,3914,2001
34,525///,0,0,0,59,2001
34,531///,38664,333143,1359138,6970,2001
34,532///,18098,156215,640182,1498,2001
34,533///,1629,29574,102052,69,2001
34,541///,282874,4007344,16720205,30489,2001
34,551///,159457,4726154,15915383,1477,2001
34,561///,299942,1801900,7571740,12954,2001
34,562///,12975,123765,517283,581,2001
34,611///,80113,554048,2285332,2667,2001
34,621///,157139,1485909,6808075,17669,2001
34,622///,148988,1452413,5991125,137,2001
34,623///,67906,399920,1665331,1277,2001
34,624///,59321,245452,1041134,3422,2001
34,711///,6017,124471,415783,884,2001
34,712///,2152,9672,45407,113,2001
34,713///,30610,112296,595295,2080,2001
34,721///,67452,444472,1849443,1398,2001
34,722///,186174,577505,2539247,15327,2001
34,811///,38539,308098,1294277,7019,2001
34,812///,46876,214533,922037,8605,2001
34,813///,67978,359992,1468958,6954,2001
35,113///,0,0,0,17,2001
35,115///,0,0,0,72,2001
35,211///,2651,46183,175002,223,2001
35,212///,4380,55017,219069,62,2001
35,213///,7088,64185,271689,302,2001
35,221///,5587,76819,282011,210,2001
35,233///,13902,101835,437396,1800,2001
35,234///,8263,55900,259497,229,2001
35,235///,23567,152263,666216,2746,2001
35,311///,4574,25147,118669,157,2001
35,312///,0,0,0,26,2001
35,313///,52,183,805,13,2001
35,314///,0,0,0,18,2001
35,315///,0,0,0,25,2001
35,316///,87,393,1608,18,2001
35,321///,1340,9403,37325,75,2001
35,322///,766,5497,22629,12,2001
35,323///,1436,8568,34939,176,2001
35,324///,772,11692,50453,16,2001
35,325///,1159,9749,35786,40,2001
35,326///,756,5883,22671,36,2001
35,327///,2996,24113,95105,134,2001
35,331///,804,8551,25783,25,2001
35,332///,2830,19755,82789,216,2001
35,333///,1557,12595,51452,61,2001
35,334///,9381,110195,469583,80,2001
35,335///,1954,15158,64573,30,2001
35,336///,0,0,0,32,2001
35,337///,939,4719,20541,131,2001
35,339///,3387,19070,78816,264,2001
35,421///,12787,116406,463125,1368,2001
35,422///,8736,70857,287074,720,2001
35,441///,12246,90774,400630,886,2001
35,442///,3457,18441,78248,429,2001
35,443///,2075,10569,42852,296,2001
35,444///,7147,43882,183035,605,2001
35,445///,13506,56851,236253,678,2001
35,446///,5410,30335,120009,419,2001
35,447///,7566,25719,104246,888,2001
35,448///,6727,23379,93370,978,2001
35,451///,3880,12405,50118,435,2001
35,452///,17355,71162,289857,251,2001
35,453///,6411,27689,116435,1104,2001
35,454///,3071,19201,73515,287,2001
35,481///,1613,10551,42802,60,2001
35,483///,0,0,0,1,2001
35,484///,6487,50375,207902,628,2001
35,485///,2864,9457,39455,147,2001
35,486///,640,16393,48058,65,2001
35,487///,0,0,0,7,2001
35,488///,746,3948,17474,136,2001
35,492///,749,4712,19551,62,2001
35,493///,0,0,0,29,2001
35,511///,3360,26251,106413,189,2001
35,512///,986,3086,12981,114,2001
35,513///,9750,93963,373295,454,2001
35,514///,1209,9528,37038,111,2001
35,522///,14313,101625,410722,1271,2001
35,523///,0,0,0,326,2001
35,524///,8175,68450,269244,923,2001
35,525///,0,0,0,11,2001
35,531///,5590,31851,137454,1550,2001
35,532///,0,0,0,459,2001
35,533///,0,0,0,10,2001
35,541///,30545,296088,1259843,4217,2001
35,551///,8281,117351,470247,239,2001
35,561///,34171,178874,731831,1732,2001
35,562///,1291,13479,44215,105,2001
35,611///,9135,46664,196156,485,2001
35,621///,27245,210592,971102,2629,2001
35,622///,28017,247948,1014251,67,2001
35,623///,13158,59557,240942,402,2001
35,624///,12685,47574,193559,837,2001
35,711///,1231,6607,33854,205,2001
35,712///,491,2260,10229,51,2001
35,713///,12131,54129,218376,338,2001
35,721///,13146,44095,189983,754,2001
35,722///,56706,133847,577734,2887,2001
35,811///,8008,45516,190269,1480,2001
35,812///,5606,20960,89014,875,2001
35,813///,13254,51736,213791,1825,2001
36,113///,0,0,0,314,2001
36,114///,0,0,0,73,2001
36,115///,4458,33323,124056,318,2001
36,211///,373,5660,55148,49,2001
36,212///,3137,27447,147286,291,2001
36,213///,295,3122,12787,43,2001
36,221///,48575,816114,3201703,442,2001
36,233///,80065,886425,3822887,12117,2001
36,234///,27130,300087,1688474,1768,2001
36,235///,210087,2082282,9356635,26949,2001
36,311///,50680,376997,1570003,2088,2001
36,312///,7030,68468,279400,184,2001
36,313///,9741,104665,402356,456,2001
36,314///,9076,61683,255963,429,2001
36,315///,50865,328583,1335366,2858,2001
36,316///,3109,20869,84098,204,2001
36,321///,10292,67696,283324,627,2001
36,322///,22076,218414,857489,353,2001
36,323///,46537,455460,1786729,2599,2001
36,324///,1694,15985,95530,149,2001
36,325///,60840,805565,3139288,617,2001
36,326///,33977,271243,1090569,670,2001
36,327///,20205,206698,817858,727,2001
36,331///,17502,189695,731456,248,2001
36,332///,67283,605809,2421551,2685,2001
36,333///,58392,638964,2506382,1191,2001
36,334///,79854,1084944,3936882,912,2001
36,335///,22023,216112,824787,402,2001
36,336///,44027,601555,2343858,407,2001
36,337///,22295,169891,679210,1163,2001
36,339///,51927,446272,1798947,2530,2001
36,421///,217300,2749848,10877714,19667,2001
36,422///,209683,2563819,10368360,16352,2001
36,441///,75913,635179,2870027,5670,2001
36,442///,32426,205934,841477,3957,2001
36,443///,23921,168843,690252,3017,2001
36,444///,62603,427235,1891974,5136,2001
36,445///,192098,776482,3270451,15268,2001
36,446///,71313,371533,1619494,6595,2001
36,447///,33161,123821,522966,5641,2001
36,448///,116717,535521,2202366,12306,2001
36,451///,39874,162873,682964,4294,2001
36,452///,110535,467106,1978792,2303,2001
36,453///,46180,233432,999378,8502,2001
36,454///,36752,369373,1366437,3221,2001
36,481///,39332,499681,1985914,373,2001
36,483///,3745,46964,212024,144,2001
36,484///,46697,363826,1530189,4235,2001
36,485///,58572,321798,1307714,2490,2001
36,486///,0,0,0,60,2001
36,487///,0,0,0,118,2001
36,488///,30499,277355,1137622,2161,2001
36,492///,39142,292474,1156940,1021,2001
36,493///,5171,37789,151921,336,2001
36,511///,105548,2025728,7353976,2480,2001
36,512///,30332,525056,1990071,2754,2001
36,513///,138719,2788313,9733480,3513,2001
36,514///,48568,723499,2471949,2288,2001
36,521///,0,0,0,4,2001
36,522///,206713,6182116,17773288,9021,2001
36,523///,231519,24737247,51438111,9650,2001
36,524///,167680,3267961,10517224,9241,2001
36,525///,0,0,0,161,2001
36,531///,128688,1278797,5085165,25154,2001
36,532///,27399,194018,810608,3001,2001
36,533///,2294,43588,185276,131,2001
36,541///,554444,8507225,34403364,53393,2001
36,551///,177988,6510664,19159239,2877,2001
36,561///,473854,3510519,13831268,22147,2001
36,562///,19825,157033,693571,1041,2001
36,611///,303908,2140637,8854514,5355,2001
36,621///,388260,3116362,13890559,34501,2001
36,622///,415834,4348532,17493706,327,2001
36,623///,211936,1345942,5611085,4033,2001
36,624///,188065,917412,3785407,8814,2001
36,711///,46076,606922,2743571,4534,2001
36,712///,14554,111295,479057,507,2001
36,713///,64537,249331,1219985,4348,2001
36,721///,81378,520348,2112515,2574,2001
36,722///,430577,1434488,6130871,35952,2001
36,811///,61217,407697,1701623,13516,2001
36,812///,93663,435874,1888801,17906,2001
36,813///,191952,1274685,5242558,19137,2001
37,113///,4044,23227,97899,705,2001
37,114///,130,528,2888,41,2001
37,115///,1917,9868,42693,290,2001
37,211///,0,0,0,8,2001
37,212///,3308,32173,130086,170,2001
37,213///,0,0,0,24,2001
37,221///,18869,354558,1135497,416,2001
37,233///,59177,483999,2005843,8193,2001
37,234///,32770,249072,1103836,1595,2001
37,235///,133793,908829,3810276,15487,2001
37,311///,51252,322847,1325218,543,2001
37,312///,13101,168759,671780,76,2001
37,313///,83641,566231,2113477,635,2001
37,314///,19484,112362,447209,313,2001
37,315///,45719,241745,939993,606,2001
37,316///,1652,11052,35883,42,2001
37,321///,30186,199478,814303,822,2001
37,322///,21087,220176,864759,188,2001
37,323///,19455,157532,620145,1034,2001
37,324///,876,7769,37409,42,2001
37,325///,40072,465477,1841808,432,2001
37,326///,44557,361831,1438985,497,2001
37,327///,24013,202870,797595,602,2001
37,331///,7176,71835,284056,111,2001
37,332///,44289,368576,1425297,1462,2001
37,333///,38640,367583,1399098,728,2001
37,334///,50666,557916,1995950,326,2001
37,335///,29257,259237,980308,193,2001
37,336///,32712,298101,1176743,311,2001
37,337///,75581,461124,1834881,1117,2001
37,339///,17270,130975,537870,764,2001
37,421///,103550,1157654,4470578,8100,2001
37,422///,68756,713540,2764911,4087,2001
37,441///,57125,456245,1954886,4589,2001
37,442///,19869,110479,453344,2501,2001
37,443///,10727,59937,232909,1321,2001
37,444///,42368,272777,1161783,3150,2001
37,445///,82212,289922,1187360,4092,2001
37,446///,26374,132558,570596,2366,2001
37,447///,30102,109614,454069,4478,2001
37,448///,39848,130041,527990,4577,2001
37,451///,16217,56336,232803,1855,2001
37,452///,77573,282353,1185145,1659,2001
37,453///,24525,103520,432563,4032,2001
37,454///,14520,95467,374259,1269,2001
37,481///,17199,210164,855608,112,2001
37,483///,0,0,0,30,2001
37,484///,48965,373659,1546144,3492,2001
37,485///,3421,13959,59851,282,2001
37,486///,310,4243,15689,23,2001
37,487///,0,0,0,72,2001
37,488///,11236,92308,349366,730,2001
37,492///,14562,101340,402373,307,2001
37,493///,4044,30147,118139,263,2001
37,511///,20727,248087,890555,731,2001
37,512///,4607,14864,67328,386,2001
37,513///,44493,510525,1963041,1585,2001
37,514///,9754,159169,549761,427,2001
37,521///,0,0,0,1,2001
37,522///,124666,1663368,5143915,5496,2001
37,523///,10649,260509,838330,1532,2001
37,524///,50388,600820,2288397,4467,2001
37,525///,0,0,0,87,2001
37,531///,31030,241729,1009280,6132,2001
37,532///,17066,100651,421568,1885,2001
37,533///,727,8415,35192,43,2001
37,541///,158447,1718986,7072529,18150,2001
37,551///,80908,1398099,5162877,1186,2001
37,561///,226651,1138682,4623852,10108,2001
37,562///,7069,56489,234980,463,2001
37,611///,67646,439889,1789695,1712,2001
37,621///,128682,1178440,5536011,10460,2001
37,622///,145654,1289695,5081256,169,2001
37,623///,85528,378929,1567485,2168,2001
37,624///,51008,186648,784289,4059,2001
37,711///,8429,106321,472509,678,2001
37,712///,2288,10862,49050,159,2001
37,713///,33148,127386,551172,2064,2001
37,721///,37355,131952,577463,1960,2001
37,722///,244296,605315,2578311,13274,2001
37,811///,36392,218079,894701,6794,2001
37,812///,31969,139404,581073,4617,2001
37,813///,79557,313606,1306384,9939,2001
38,113///,0,0,0,2,2001
38,114///,0,0,0,3,2001
38,115///,0,0,0,142,2001
38,211///,996,16387,59241,34,2001
38,212///,1669,19293,94671,28,2001
38,213///,1973,16316,69320,119,2001
38,221///,3130,47924,180728,120,2001
38,233///,3821,26586,124082,572,2001
38,234///,2272,15559,143948,176,2001
38,235///,7721,50668,244139,1295,2001
38,311///,5432,39222,157170,112,2001
38,312///,0,0,0,8,2001
38,313///,0,0,0,2,2001
38,314///,229,1353,5352,14,2001
38,315///,0,0,0,15,2001
38,316///,0,0,0,2,2001
38,321///,1589,8584,42634,24,2001
38,322///,0,0,0,3,2001
38,323///,840,5521,22446,72,2001
38,324///,0,0,0,3,2001
38,325///,0,0,0,11,2001
38,326///,944,5903,23408,31,2001
38,327///,721,4672,25084,53,2001
38,331///,0,0,0,5,2001
38,332///,1590,10878,48678,86,2001
38,333///,5177,52564,194615,76,2001
38,334///,1979,15833,63587,13,2001
38,335///,0,0,0,8,2001
38,336///,3146,24684,94896,38,2001
38,337///,1070,6754,26975,54,2001
38,339///,675,4798,18760,51,2001
38,421///,8374,65618,274671,743,2001
38,422///,8988,63780,259193,775,2001
38,441///,6474,42791,198414,479,2001
38,442///,1209,6186,27676,157,2001
38,443///,1213,5929,24696,160,2001
38,444///,4464,26668,107782,458,2001
38,445///,7102,21091,88349,414,2001
38,446///,2308,11206,45436,272,2001
38,447///,4214,13109,56587,430,2001
38,448///,2321,7182,27805,318,2001
38,451///,1617,5159,21114,162,2001
38,452///,6998,24458,98082,90,2001
38,453///,1997,5929,25915,345,2001
38,454///,1498,7929,32357,175,2001
38,481///,0,0,0,21,2001
38,483///,0,0,0,1,2001
38,484///,5423,37529,160234,708,2001
38,485///,0,0,0,53,2001
38,486///,249,4444,13826,22,2001
38,488///,691,4266,17822,78,2001
38,492///,0,0,0,38,2001
38,493///,0,0,0,25,2001
38,511///,2985,24135,98729,104,2001
38,512///,0,0,0,34,2001
38,513///,0,0,0,219,2001
38,514///,0,0,0,44,2001
38,522///,7326,58759,223485,549,2001
38,523///,0,0,0,175,2001
38,524///,0,0,0,733,2001
38,525///,0,0,0,7,2001
38,531///,0,0,0,481,2001
38,532///,0,0,0,158,2001
38,533///,0,0,0,7,2001
38,541///,9200,61675,279339,1271,2001
38,551///,2381,23699,87373,99,2001
38,561///,10478,51534,208058,712,2001
38,562///,434,2421,8994,75,2001
38,611///,4720,17200,69717,149,2001
38,621///,9064,82141,357305,813,2001
38,622///,0,0,0,53,2001
38,623///,12075,45959,198617,227,2001
38,624///,0,0,0,432,2001
38,711///,0,0,0,52,2001
38,712///,0,0,0,30,2001
38,713///,0,0,0,288,2001
38,721///,5332,15745,64047,280,2001
38,722///,21029,41162,177002,1443,2001
38,811///,3087,16281,68369,698,2001
38,812///,3154,12310,53228,544,2001
38,813///,7550,21366,86614,1187,2001
39,113///,0,0,0,140,2001
39,114///,0,0,0,18,2001
39,115///,1111,5666,24317,229,2001
39,211///,1661,16801,69611,228,2001
39,212///,8352,95714,412735,334,2001
39,213///,1908,15482,66124,235,2001
39,221///,28243,454668,1612767,651,2001
39,233///,58135,491467,2140210,7914,2001
39,234///,28144,270255,1369960,1401,2001
39,235///,142523,1134688,5184976,17063,2001
39,311///,51263,419024,1728634,953,2001
39,312///,5313,56910,232071,81,2001
39,313///,2979,21929,90460,92,2001
39,314///,5322,30098,133220,234,2001
39,315///,3064,20146,81329,226,2001
39,316///,1788,9562,38817,42,2001
39,321///,20389,129090,506760,693,2001
39,322///,28299,294553,1163086,379,2001
39,323///,38147,322712,1268420,1598,2001
39,324///,5389,75847,311684,182,2001
39,325///,45054,555287,2197383,711,2001
39,326///,90290,735920,2919813,1164,2001
39,327///,37010,341760,1393376,842,2001
39,331///,71779,821939,3196278,578,2001
39,332///,140724,1289899,5084046,4189,2001
39,333///,97693,1055827,4054627,2170,2001
39,334///,35256,352909,1372433,513,2001
39,335///,45560,427343,1683401,397,2001
39,336///,157573,2148718,8306362,696,2001
39,337///,24428,181369,738267,742,2001
39,339///,28841,240572,962166,1115,2001
39,421///,161328,1747227,6896766,11603,2001
39,422///,101658,944989,3810149,4899,2001
39,441///,77247,585558,2569451,4942,2001
39,442///,21745,121718,487009,2334,2001
39,443///,17356,98320,400211,1834,2001
39,444///,53220,342071,1421531,3958,2001
39,445///,130405,436025,1818652,5980,2001
39,446///,47095,226587,956951,3450,2001
39,447///,36486,127370,519630,4376,2001
39,448///,48675,166410,681924,5323,2001
39,451///,23269,77073,316150,2498,2001
39,452///,116077,436190,1797332,1853,2001
39,453///,35864,130152,541760,4795,2001
39,454///,30327,196765,788777,1525,2001
39,481///,12178,144657,523838,144,2001
39,483///,1783,23332,107476,38,2001
39,484///,67701,562897,2355374,4636,2001
39,485///,7689,27371,112055,342,2001
39,486///,1645,28231,106249,89,2001
39,487///,198,824,4618,40,2001
39,488///,12099,89863,377886,1030,2001
39,492///,31306,258615,1042131,362,2001
39,493///,6028,42028,173764,291,2001
39,511///,41045,550518,2063075,974,2001
39,512///,7334,31216,119522,498,2001
39,513///,52742,712719,2546970,2158,2001
39,514///,15073,242877,857832,598,2001
39,521///,0,0,0,6,2001
39,522///,119165,1243788,4670157,7625,2001
39,523///,21290,459758,1574441,2149,2001
39,524///,107791,1225752,4769231,7342,2001
39,525///,0,0,0,45,2001
39,531///,43795,291647,1222629,7149,2001
39,532///,22868,132858,551861,2582,2001
39,533///,459,4443,21503,71,2001
39,541///,236447,2502727,10357324,23921,2001
39,551///,143407,2613714,9309104,1949,2001
39,561///,324986,1558744,6482860,13236,2001
39,562///,15195,133488,551301,695,2001
39,611///,95773,507621,2095351,2578,2001
39,621///,201239,1801238,8313569,17990,2001
39,622///,234111,1981437,7906731,240,2001
39,623///,145903,708407,2886313,2701,2001
39,624///,85418,326118,1334307,4485,2001
39,711///,12673,146590,698148,835,2001
39,712///,5221,28083,122043,227,2001
39,713///,41277,131702,654004,2729,2001
39,721///,36106,124091,526654,1706,2001
39,722///,380575,910352,3858892,20646,2001
39,811///,59593,400046,1637607,8684,2001
39,812///,60518,245905,1037838,8319,2001
39,813///,117455,451114,1870524,13313,2001
40,113///,0,0,0,61,2001
40,114///,0,0,0,5,2001
40,115///,1023,4972,20398,150,2001
40,211///,9470,145426,494174,1058,2001
40,212///,1856,14629,64822,108,2001
40,213///,17889,170069,742821,1016,2001
40,221///,9700,207042,607757,465,2001
40,233///,12733,85435,378182,1915,2001
40,234///,13617,84169,424678,709,2001
40,235///,36932,232528,1048918,4970,2001
40,311///,14910,102478,421963,256,2001
40,312///,0,0,0,32,2001
40,313///,0,0,0,27,2001
40,314///,1028,5296,21239,64,2001
40,315///,3803,17469,66028,105,2001
40,316///,488,1868,7241,17,2001
40,321///,2919,16608,70473,127,2001
40,322///,4179,44984,185523,45,2001
40,323///,5619,37637,154943,419,2001
40,324///,2416,31006,127859,42,2001
40,325///,3130,31990,131520,119,2001
40,326///,14424,136751,543411,167,2001
40,327///,7902,76828,307055,268,2001
40,331///,4936,41853,168343,111,2001
40,332///,27943,222256,922027,962,2001
40,333///,24473,236314,891008,407,2001
40,334///,10275,116329,370096,122,2001
40,335///,4433,33370,142210,72,2001
40,336///,21000,193399,718135,221,2001
40,337///,2916,16952,73946,161,2001
40,339///,4404,28361,122256,281,2001
40,421///,37751,353725,1431827,3240,2001
40,422///,24267,187822,762094,1628,2001
40,441///,23455,168635,724217,1807,2001
40,442///,5509,27041,111840,655,2001
40,443///,3932,20453,81367,582,2001
40,444///,13148,70738,307601,1248,2001
40,445///,28173,87887,358101,1793,2001
40,446///,10149,45237,186776,1086,2001
40,447///,14276,45938,190766,1948,2001
40,448///,12080,39273,152247,1486,2001
40,451///,5753,18675,76169,614,2001
40,452///,38596,146289,601707,739,2001
40,453///,9536,32145,134388,1636,2001
40,454///,4183,23341,101383,493,2001
40,481///,0,0,0,52,2001
40,483///,0,0,0,2,2001
40,484///,19629,142181,580814,1512,2001
40,485///,0,0,0,62,2001
40,486///,3657,74683,237419,145,2001
40,487///,0,0,0,1,2001
40,488///,4118,30110,117443,313,2001
40,492///,3925,29462,117287,133,2001
40,493///,542,2883,12043,64,2001
40,511///,7403,63200,256163,339,2001
40,512///,1875,5758,22754,165,2001
40,513///,24924,291231,1105700,818,2001
40,514///,3027,25137,96469,183,2001
40,521///,0,0,0,1,2001
40,522///,30171,233673,935050,2515,2001
40,523///,5253,78354,280819,892,2001
40,524///,19791,186215,760512,2239,2001
40,525///,0,0,0,27,2001
40,531///,10059,55829,238501,2395,2001
40,532///,8087,43996,184482,900,2001
40,533///,195,1495,7153,50,2001
40,541///,53702,469657,2084032,8074,2001
40,551///,24329,435423,1412914,466,2001
40,561///,87733,401103,1692207,3636,2001
40,562///,2777,18290,75320,234,2001
40,611///,17954,78937,333981,661,2001
40,621///,50975,428737,1989339,5607,2001
40,622///,60829,476509,1920926,173,2001
40,623///,36538,135471,576506,957,2001
40,624///,25336,82072,346452,1896,2001
40,711///,2141,8765,40367,234,2001
40,712///,773,3597,15838,73,2001
40,713///,10598,31895,154117,675,2001
40,721///,10592,32235,135920,702,2001
40,722///,98679,228911,966536,5742,2001
40,811///,14722,87070,365151,2790,2001
40,812///,13931,52069,219160,1881,2001
40,813///,36368,129496,536464,4367,2001
41,113///,7496,58932,257508,993,2001
41,114///,177,774,4320,142,2001
41,115///,5099,22965,116228,394,2001
41,211///,0,0,0,3,2001
41,212///,0,0,0,124,2001
41,213///,0,0,0,25,2001
41,221///,8291,134378,528134,230,2001
41,233///,20740,170767,736926,4339,2001
41,234///,9110,88399,419374,761,2001
41,235///,49432,436125,1757127,7006,2001
41,311///,17842,131514,594709,439,2001
41,312///,2485,17434,75301,107,2001
41,313///,301,2076,7973,31,2001
41,314///,976,5229,23788,88,2001
41,315///,1499,6338,29533,125,2001
41,316///,682,4487,18650,35,2001
41,321///,32278,254347,1080736,559,2001
41,322///,7350,95605,381017,59,2001
41,323///,8228,68976,268675,548,2001
41,324///,677,7217,33490,24,2001
41,325///,4366,44051,179424,163,2001
41,326///,6920,55250,219376,219,2001
41,327///,4605,39139,166428,240,2001
41,331///,9002,95435,382807,104,2001
41,332///,18621,161933,629789,907,2001
41,333///,12224,126939,490323,409,2001
41,334///,37296,581154,2313724,293,2001
41,335///,2061,20059,79955,65,2001
41,336///,16827,145127,571736,247,2001
41,337///,6538,44814,186096,371,2001
41,339///,7119,61879,247792,554,2001
41,421///,46972,586169,2161296,4002,2001
41,422///,34108,339147,1373747,1838,2001
41,441///,26729,215695,924299,1780,2001
41,442///,6933,39670,157459,928,2001
41,443///,5616,39220,161445,688,2001
41,444///,16681,113681,475982,1368,2001
41,445///,37816,159734,656779,2058,2001
41,446///,8426,42691,186050,826,2001
41,447///,11839,38319,158746,1089,2001
41,448///,16624,60724,241359,1509,2001
41,451///,9531,34660,145313,1047,2001
41,452///,36401,161413,698644,417,2001
41,453///,12631,47593,200722,1963,2001
41,454///,5252,39926,158456,573,2001
41,481///,5646,48176,216340,77,2001
41,483///,621,7971,31443,19,2001
41,484///,18555,147331,611830,1622,2001
41,485///,3713,13932,56172,184,2001
41,486///,0,0,0,15,2001
41,487///,0,0,0,39,2001
41,488///,6117,58241,229687,443,2001
41,492///,6700,51233,208370,173,2001
41,493///,1501,10830,46628,92,2001
41,511///,15464,237333,824573,540,2001
41,512///,3294,15434,54490,219,2001
41,513///,17050,202435,797138,870,2001
41,514///,4533,43316,166882,269,2001
41,521///,0,0,0,1,2001
41,522///,29313,301496,1202935,2418,2001
41,523///,5441,136974,451853,807,2001
41,524///,25475,278608,1080908,2245,2001
41,525///,0,0,0,28,2001
41,531///,19662,110018,469962,3826,2001
41,532///,8101,49725,206064,893,2001
41,533///,252,2401,11246,17,2001
41,541///,69510,745983,3096272,9694,2001
41,551///,39893,693370,2571290,553,2001
41,561///,77091,403150,1668199,4315,2001
41,562///,4231,35277,144816,338,2001
41,611///,33742,189479,753247,1036,2001
41,621///,54740,508592,2340033,5980,2001
41,622///,46962,438739,1841482,73,2001
41,623///,35234,145399,610709,1507,2001
41,624///,25073,101097,419763,1886,2001
41,711///,2982,51170,172063,327,2001
41,712///,1395,7105,31500,102,2001
41,713///,18690,70013,302212,922,2001
41,721///,19492,68758,300773,1174,2001
41,722///,107254,291197,1258660,7234,2001
41,811///,17012,110498,460267,3079,2001
41,812///,12519,53803,223512,1923,2001
41,813///,28958,121509,498312,3813,2001
42,113///,0,0,0,350,2001
42,114///,0,0,0,27,2001
42,115///,1524,7202,33863,290,2001
42,211///,1567,19213,71953,148,2001
42,212///,11682,130037,559767,549,2001
42,213///,3526,32793,133422,235,2001
42,221///,35275,682407,2465042,740,2001
42,233///,63289,557005,2563269,8622,2001
42,234///,33653,303867,1650071,1382,2001
42,235///,146581,1237660,5682794,17865,2001
42,311///,73823,593287,2445816,1375,2001
42,312///,7355,62668,259525,187,2001
42,313///,10645,73376,300215,207,2001
42,314///,8639,56422,237294,267,2001
42,315///,25635,152612,567604,687,2001
42,316///,3304,19631,78416,65,2001
42,321///,25631,161044,692780,1037,2001
42,322///,30813,335510,1295215,329,2001
42,323///,49504,432591,1679442,1639,2001
42,324///,6655,91688,382810,169,2001
42,325///,34983,503923,1991387,620,2001
42,326///,49424,402460,1598983,740,2001
42,327///,33512,300545,1212883,815,2001
42,331///,56656,623608,2418050,513,2001
42,332///,103102,913566,3631884,3085,2001
42,333///,62548,674848,2555849,1480,2001
42,334///,55589,620758,2349790,753,2001
42,335///,28091,252094,987960,360,2001
42,336///,50865,624027,2415780,385,2001
42,337///,27644,208743,862223,888,2001
42,339///,35848,333840,1347773,1195,2001
42,421///,144212,1622188,6351795,11021,2001
42,422///,100183,1099015,4327445,5426,2001
42,441///,82765,594565,2661000,5490,2001
42,442///,22282,120791,496214,2566,2001
42,443///,15207,88755,360637,1968,2001
42,444///,51025,315978,1376067,4144,2001
42,445///,149184,529306,2214631,7146,2001
42,446///,51383,250952,1075863,4088,2001
42,447///,38049,126345,520579,4480,2001
42,448///,58833,200896,835454,6471,2001
42,451///,26348,85048,355589,2871,2001
42,452///,102371,388993,1616740,1915,2001
42,453///,37118,125715,537117,5376,2001
42,454///,35881,293752,1104923,2082,2001
42,481///,24680,329121,1345547,158,2001
42,483///,0,0,0,42,2001
42,484///,60901,492847,2080435,4115,2001
42,485///,29620,104011,414504,1101,2001
42,486///,0,0,0,105,2001
42,487///,722,2129,13027,42,2001
42,488///,11687,92338,377845,791,2001
42,492///,28564,207319,834218,407,2001
42,493///,10187,77788,316751,238,2001
42,511///,48520,767562,2543720,1085,2001
42,512///,6811,29057,130323,565,2001
42,513///,67214,884496,3304283,2239,2001
42,514///,21674,215551,800294,1102,2001
42,521///,0,0,0,3,2001
42,522///,121012,1274318,4352324,8344,2001
42,523///,41897,1409095,3987120,2580,2001
42,524///,141380,1766738,6361867,6846,2001
42,525///,0,0,0,69,2001
42,531///,45203,351613,1441374,6435,2001
42,532///,24615,150539,644379,2259,2001
42,533///,918,8399,32503,61,2001
42,541///,302487,3847288,16003065,27210,2001
42,551///,134416,2521243,9056158,2072,2001
42,561///,280619,1529759,6454811,13300,2001
42,562///,13672,118955,478600,771,2001
42,611///,203762,1318140,5420064,2851,2001
42,621///,230357,2032821,8852065,21837,2001
42,622///,258000,2242775,9145887,334,2001
42,623///,166908,865689,3563943,3573,2001
42,624///,102960,433760,1812656,5969,2001
42,711///,13977,182791,814165,929,2001
42,712///,5112,28124,125751,269,2001
42,713///,49811,154270,772169,2946,2001
