fipstate,naics,emp,qp1,ap,est,year
40,447///,14954,45494,189206,2036,2000
40,448///,12103,37799,151196,1513,2000
40,451///,5841,18444,74916,639,2000
40,452///,36870,133688,550741,696,2000
40,453///,9660,32326,135444,1638,2000
40,454///,4251,22126,90269,530,2000
40,481///,0,0,0,51,2000
40,483///,0,0,0,2,2000
40,484///,19233,133855,571203,1507,2000
40,485///,0,0,0,58,2000
40,486///,3740,54491,217353,143,2000
40,487///,0,0,0,3,2000
40,488///,3998,27383,112499,306,2000
40,492///,4292,26606,119093,128,2000
40,493///,378,2061,9038,62,2000
40,511///,7385,60737,245735,328,2000
40,512///,1942,4578,19088,164,2000
40,513///,22323,246473,958113,761,2000
40,514///,2874,27291,98690,185,2000
40,521///,0,0,0,1,2000
40,522///,29882,217120,857419,2442,2000
40,523///,4706,77883,284960,815,2000
40,524///,19451,170792,690183,2421,2000
40,525///,0,0,0,20,2000
40,531///,10058,51765,222544,2351,2000
40,532///,8145,40311,170891,859,2000
40,533///,210,1790,7601,47,2000
40,541///,52662,438577,1947031,7969,2000
40,551///,26827,417124,1447211,474,2000
40,561///,82569,363627,1535169,3489,2000
40,562///,2808,16381,64355,211,2000
40,611///,17013,76164,312361,658,2000
40,621///,51605,411313,1872469,5521,2000
40,622///,59746,451369,1777552,168,2000
40,623///,33874,113027,482701,847,2000
40,624///,23665,72838,303404,1837,2000
40,711///,2283,8011,38292,231,2000
40,712///,751,3277,14115,69,2000
40,713///,10600,31692,142793,664,2000
40,721///,10372,28416,124759,670,2000
40,722///,101580,220162,922536,5659,2000
40,811///,14444,80414,342563,2826,2000
40,812///,13209,49629,207725,1885,2000
40,813///,34639,115524,477674,4413,2000
41,113///,8006,61064,265327,1041,2000
41,114///,188,1027,5446,138,2000
41,115///,4984,20153,102589,376,2000
41,211///,0,0,0,5,2000
41,212///,0,0,0,125,2000
41,213///,0,0,0,25,2000
41,221///,8225,164628,514352,226,2000
41,233///,21472,167345,763241,4456,2000
41,234///,8787,84720,417049,732,2000
41,235///,49753,401429,1814513,7314,2000
41,311///,18581,130882,584819,439,2000
41,312///,2358,17605,72331,94,2000
41,313///,268,1935,7509,29,2000
41,314///,1033,5370,23918,85,2000
41,315///,1367,6318,26103,118,2000
41,316///,675,4497,18062,34,2000
41,321///,35338,280044,1145955,550,2000
41,322///,7592,94161,376637,59,2000
41,323///,8675,70806,291761,575,2000
41,324///,773,8083,34113,23,2000
41,325///,4571,52784,201898,167,2000
41,326///,7350,56156,230286,229,2000
41,327///,4673,37078,163672,255,2000
41,331///,9502,98873,396896,91,2000
41,332///,18526,156319,658956,911,2000
41,333///,12513,134562,547466,411,2000
41,334///,33712,530643,2297520,308,2000
41,335///,1945,19135,78200,68,2000
41,336///,19571,171681,685549,243,2000
41,337///,6330,43187,183651,376,2000
41,339///,7304,60052,245466,551,2000
41,421///,44453,499249,1958163,3975,2000
41,422///,34661,313861,1308137,1861,2000
41,441///,27458,217914,922456,1778,2000
41,442///,6963,40360,163703,937,2000
41,443///,5668,38000,156530,688,2000
41,444///,17092,112320,469029,1374,2000
41,445///,36148,143992,634870,2016,2000
41,446///,8913,51037,224625,835,2000
41,447///,12064,38293,161999,1101,2000
41,448///,15282,57415,235066,1490,2000
41,451///,9411,32787,142670,1057,2000
41,452///,36710,156150,668541,395,2000
41,453///,12697,46813,197974,2005,2000
41,454///,4912,33341,148984,580,2000
41,481///,0,0,0,82,2000
41,483///,586,7648,30443,22,2000
41,484///,19653,149871,630146,1662,2000
41,485///,3650,13660,53880,184,2000
41,486///,0,0,0,13,2000
41,487///,203,748,4237,38,2000
41,488///,6044,48022,195116,464,2000
41,492///,7450,46661,210405,172,2000
41,493///,1008,8136,33889,94,2000
41,511///,13965,178987,758669,548,2000
41,512///,2892,13602,56850,243,2000
41,513///,13762,145533,605272,738,2000
41,514///,2893,28640,116965,242,2000
41,521///,0,0,0,1,2000
41,522///,29625,286036,1095377,2277,2000
41,523///,5406,142287,490096,758,2000
41,524///,26161,298081,1143888,2336,2000
41,525///,0,0,0,19,2000
41,531///,18701,102261,434316,3774,2000
41,532///,8098,49735,206913,918,2000
41,533///,212,2213,8897,16,2000
41,541///,66901,657665,3029659,9600,2000
41,551///,36209,572296,2254189,547,2000
41,561///,82003,405139,1757662,4338,2000
41,562///,3970,34630,145741,326,2000
41,611///,32136,171892,686051,992,2000
41,621///,51421,449142,2082209,5919,2000
41,622///,46496,404603,1698757,71,2000
41,623///,33522,134589,561583,1534,2000
41,624///,23356,89992,373860,1847,2000
41,711///,2916,47208,156120,317,2000
41,712///,1364,6608,27691,98,2000
41,713///,17784,66698,282911,927,2000
41,721///,19357,67716,304949,1169,2000
41,722///,107673,287665,1234952,7255,2000
41,811///,16918,107638,450374,3125,2000
41,812///,11842,50432,213611,1917,2000
41,813///,29267,116287,477018,3861,2000
42,113///,0,0,0,374,2000
42,114///,0,0,0,13,2000
42,115///,1497,8021,31950,249,2000
42,211///,1242,11544,48124,148,2000
42,212///,12282,133954,552708,546,2000
42,213///,2806,23576,111453,207,2000
42,221///,35112,668904,2492518,699,2000
42,233///,63406,506684,2330114,8773,2000
42,234///,38020,318363,1618203,1367,2000
42,235///,152995,1210334,5505708,18315,2000
42,311///,73818,586393,2406042,1342,2000
42,312///,7303,64239,262760,138,2000
42,313///,11381,79350,332696,205,2000
42,314///,8932,58056,246246,244,2000
42,315///,29039,152939,602926,713,2000
42,316///,4075,20442,93094,68,2000
42,321///,26348,168375,696884,1023,2000
42,322///,32339,323939,1315370,327,2000
42,323///,51384,437769,1768048,1677,2000
42,324///,6549,85943,365184,162,2000
42,325///,34792,505437,1958036,617,2000
42,326///,50813,401165,1635357,757,2000
42,327///,33659,300685,1250704,803,2000
42,331///,60187,659009,2621657,493,2000
42,332///,102928,902780,3758003,3127,2000
42,333///,66867,689817,2770034,1526,2000
42,334///,54942,642400,3031724,757,2000
42,335///,28115,254060,1022740,365,2000
42,336///,52145,610135,2358668,394,2000
42,337///,26960,196154,832712,825,2000
42,339///,35757,303071,1247261,1199,2000
42,421///,144869,1568941,6280298,11254,2000
42,422///,98157,991800,4007092,5542,2000
42,441///,83574,585622,2545034,5517,2000
42,442///,21382,115134,493101,2507,2000
42,443///,14541,85355,350536,1878,2000
42,444///,50331,300674,1275247,4081,2000
42,445///,148287,515435,2106608,7118,2000
42,446///,49458,228087,965098,4141,2000
42,447///,38926,123513,502766,4524,2000
42,448///,58266,194631,827261,6475,2000
42,451///,26284,80506,338832,2854,2000
42,452///,106201,374451,1559136,1854,2000
42,453///,36472,118605,524707,5429,2000
42,454///,34529,275097,1067645,2140,2000
42,481///,22438,273350,1211892,152,2000
42,483///,922,9187,40860,44,2000
42,484///,58715,467432,2018111,4049,2000
42,485///,28106,95029,393922,1066,2000
42,486///,0,0,0,115,2000
42,487///,0,0,0,44,2000
42,488///,11389,86568,364269,802,2000
42,492///,30050,178090,810952,370,2000
42,493///,8650,57448,254498,247,2000
42,511///,48271,660466,2499774,1081,2000
42,512///,7447,33514,143902,561,2000
42,513///,59269,777627,2940622,2144,2000
42,514///,20148,182803,784623,1130,2000
42,521///,0,0,0,3,2000
42,522///,105830,1075169,3847550,7768,2000
42,523///,36155,1014023,4060466,2308,2000
42,524///,134903,1575144,5904866,7208,2000
42,525///,0,0,0,71,2000
42,531///,42701,314274,1335088,6318,2000
42,532///,23894,141754,619876,2263,2000
42,533///,761,6288,26700,59,2000
42,541///,295444,3594938,15576644,26830,2000
42,551///,142691,2571495,9233149,2011,2000
42,561///,286127,1419064,6123642,12781,2000
42,562///,12843,105483,457558,728,2000
42,611///,196127,1204179,4977182,2700,2000
42,621///,216525,1823141,8185133,21878,2000
42,622///,266166,2179126,8955248,328,2000
42,623///,161421,799740,3268971,3616,2000
42,624///,99164,397810,1665096,5776,2000
42,711///,13640,154218,695729,880,2000
42,712///,4765,25697,107507,258,2000
42,713///,47861,140558,712335,2893,2000
42,721///,49858,188450,834235,1883,2000
42,722///,324970,772848,3317479,22156,2000
42,811///,51611,328939,1414116,10024,2000
42,812///,60180,233591,1003076,10128,2000
42,813///,137176,532482,2200310,15377,2000
44,113///,0,0,0,5,2000
44,114///,0,0,0,34,2000
44,115///,0,0,0,14,2000
44,212///,0,0,0,20,2000
44,213///,0,0,0,3,2000
44,221///,0,0,0,34,2000
44,233///,5088,46032,200009,924,2000
44,234///,1510,14488,87705,118,2000
44,235///,12542,101276,477102,2092,2000
44,311///,2708,14962,64416,128,2000
44,312///,0,0,0,17,2000
44,313///,4561,34478,138204,86,2000
44,314///,1138,6506,27524,51,2000
44,315///,0,0,0,31,2000
44,316///,0,0,0,13,2000
44,321///,599,3956,16615,46,2000
44,322///,1905,15712,63950,40,2000
44,323///,2687,22258,92356,196,2000
44,324///,0,0,0,2,2000
44,325///,2659,30684,132840,71,2000
44,326///,4720,41823,175480,96,2000
44,327///,1022,8935,38329,53,2000
44,331///,3349,26204,102473,75,2000
44,332///,10285,84989,348000,405,2000
44,333///,3398,33189,141338,156,2000
44,334///,7142,72294,307939,85,2000
44,335///,4239,41465,181628,34,2000
44,336///,1255,10284,41169,51,2000
44,337///,2076,16193,63622,63,2000
44,339///,13590,98356,404308,557,2000
44,421///,14594,127143,510260,1024,2000
44,422///,6770,62469,257720,506,2000
44,441///,5264,40734,188004,411,2000
44,442///,1738,8104,37442,210,2000
44,443///,1075,6208,25029,160,2000
44,444///,2790,18893,82132,296,2000
44,445///,10265,49383,191566,706,2000
44,446///,10108,73167,264376,478,2000
44,447///,2548,10060,42647,421,2000
44,448///,4713,16136,69359,574,2000
44,451///,1827,5971,25954,257,2000
44,452///,6946,25451,111390,113,2000
44,453///,2985,9937,43292,498,2000
44,454///,2699,16685,67415,218,2000
44,481///,0,0,0,14,2000
44,483///,56,315,1571,17,2000
44,484///,2288,17738,78102,291,2000
44,485///,2138,8701,34785,95,2000
44,486///,0,0,0,3,2000
44,487///,0,0,0,16,2000
44,488///,1137,7964,33362,111,2000
44,492///,594,4291,18988,40,2000
44,493///,0,0,0,15,2000
44,511///,3443,35411,141875,109,2000
44,512///,474,1381,6621,45,2000
44,513///,3699,44088,177260,139,2000
44,514///,2783,47797,144115,86,2000
44,522///,0,0,0,534,2000
44,523///,0,0,0,215,2000
44,524///,10001,127030,484803,523,2000
44,525///,0,0,0,2,2000
44,531///,3917,25887,113127,730,2000
44,532///,1967,10718,46567,214,2000
44,533///,39,731,2417,6,2000
44,541///,18152,176564,776208,2742,2000
44,551///,6439,122067,408944,119,2000
44,561///,29109,143895,626968,1517,2000
44,562///,1172,10867,44199,91,2000
44,611///,18564,114512,497631,298,2000
44,621///,18197,156992,701701,1875,2000
44,622///,23693,212484,862852,22,2000
44,623///,16137,77974,320885,373,2000
44,624///,10736,43327,177517,530,2000
44,711///,1433,7081,30399,97,2000
44,712///,772,2092,9999,45,2000
44,713///,3327,14674,76669,310,2000
44,721///,2905,10821,57021,190,2000
44,722///,33827,88441,406015,2407,2000
44,811///,4129,26529,116777,941,2000
44,812///,5211,21270,94685,1000,2000
44,813///,8599,36279,152545,1029,2000
45,113///,3821,25438,102549,469,2000
45,114///,0,0,0,25,2000
45,115///,0,0,0,152,2000
45,211///,0,0,0,3,2000
45,212///,0,0,0,68,2000
45,213///,0,0,0,7,2000
45,221///,11766,181322,619989,288,2000
45,233///,40222,295201,1289334,3604,2000
45,234///,15827,110587,518936,708,2000
45,235///,60647,357147,1527377,7128,2000
45,311///,16714,97601,394738,211,2000
45,312///,631,6401,26444,15,2000
45,313///,54964,384929,1531262,304,2000
45,314///,12542,71311,291732,158,2000
45,315///,10905,51909,196701,201,2000
45,316///,0,0,0,6,2000
45,321///,11061,72771,289430,282,2000
45,322///,14039,151387,615395,101,2000
45,323///,6551,48354,197003,408,2000
45,324///,0,0,0,25,2000
45,325///,35583,451688,1740495,257,2000
45,326///,24534,226422,895952,244,2000
45,327///,10986,95784,397293,215,2000
45,331///,7252,80908,321046,90,2000
45,332///,31332,258102,1057482,730,2000
45,333///,24676,233142,892121,354,2000
45,334///,14537,128163,532946,91,2000
45,335///,15356,125520,558664,95,2000
45,336///,29657,277637,1142241,185,2000
45,337///,5723,35126,149183,204,2000
45,339///,7199,48399,199781,255,2000
45,421///,40924,390507,1513686,3398,2000
45,422///,24331,199649,839722,1693,2000
45,441///,27556,197903,835130,2248,2000
45,442///,8743,43700,178884,1189,2000
45,443///,4630,25766,103372,647,2000
45,444///,19253,116587,485369,1501,2000
45,445///,50177,148650,715883,2169,2000
45,446///,11817,60900,248226,1240,2000
45,447///,17949,61164,247215,2400,2000
45,448///,22428,68562,295695,2768,2000
45,451///,6145,19820,83132,870,2000
45,452///,38469,134540,572677,852,2000
45,453///,11736,47488,200843,2174,2000
45,454///,5052,28455,116464,561,2000
45,481///,1232,9728,44096,54,2000
45,483///,260,2805,10392,20,2000
45,484///,17473,131188,553385,1405,2000
45,485///,1792,6449,25974,120,2000
45,486///,171,3189,10287,14,2000
45,487///,514,1338,7217,44,2000
45,488///,8581,63807,284744,411,2000
45,492///,5869,34518,153888,116,2000
45,493///,3078,19045,79399,157,2000
45,511///,0,0,0,269,2000
45,512///,0,0,0,145,2000
45,513///,17538,166843,671810,680,2000
45,514///,0,0,0,138,2000
45,521///,0,0,0,1,2000
45,522///,30460,245438,958932,3272,2000
45,523///,3237,65611,231333,598,2000
45,524///,24753,224144,977896,2062,2000
45,525///,0,0,0,22,2000
45,531///,13611,86860,383049,2773,2000
45,532///,9220,51193,228358,979,2000
45,533///,72,1035,6805,14,2000
45,541///,60460,548003,2447921,7865,2000
45,551///,27269,410534,1510753,515,2000
45,561///,143310,643172,2782453,4463,2000
45,562///,3605,27761,113622,209,2000
45,611///,21416,90800,378868,771,2000
45,621///,49821,457513,2131560,5171,2000
45,622///,71999,544533,2340290,95,2000
45,623///,29509,122477,507217,755,2000
45,624///,20777,65263,273179,1818,2000
45,711///,2570,10356,42664,268,2000
45,712///,952,3609,16145,61,2000
45,713///,19598,70381,288329,1229,2000
45,721///,25377,85718,388351,1133,2000
45,722///,128528,300207,1306951,6855,2000
45,811///,18383,104935,442079,3413,2000
45,812///,16269,61878,261428,2403,2000
45,813///,37704,125834,526462,4890,2000
46,113///,0,0,0,23,2000
46,114///,0,0,0,10,2000
46,115///,0,0,0,74,2000
46,211///,0,0,0,5,2000
46,212///,0,0,0,38,2000
46,213///,0,0,0,15,2000
46,221///,0,0,0,134,2000
46,233///,4991,32292,143821,839,2000
46,234///,2189,16137,95762,251,2000
46,235///,9164,55760,254485,1640,2000
46,311///,7013,44250,182087,93,2000
46,312///,239,1292,7334,11,2000
46,313///,0,0,0,4,2000
46,314///,311,1750,6925,17,2000
46,315///,395,2133,12416,18,2000
46,316///,0,0,0,6,2000
46,321///,1656,10385,43864,54,2000
46,322///,855,6589,28489,11,2000
46,323///,1859,12015,49299,88,2000
46,324///,0,0,0,1,2000
46,325///,731,5850,22102,30,2000
46,326///,1619,12075,49107,39,2000
46,327///,1348,9308,43055,70,2000
46,331///,0,0,0,7,2000
46,332///,4556,33302,127492,131,2000
46,333///,5083,39978,160752,89,2000
46,334///,10924,101825,425805,35,2000
46,335///,595,3606,17764,10,2000
46,336///,2417,17422,67413,38,2000
46,337///,1318,7884,34395,53,2000
46,339///,4513,30275,124507,101,2000
46,421///,8456,65592,278493,723,2000
46,422///,7735,44836,193287,667,2000
46,441///,6226,42361,182236,516,2000
46,442///,1348,6146,27091,172,2000
46,443///,1161,5923,25137,159,2000
46,444///,4874,26183,113193,554,2000
46,445///,10391,32098,136127,516,2000
46,446///,2212,9129,38479,236,2000
46,447///,5467,15269,65268,564,2000
46,448///,2593,8135,32648,401,2000
46,451///,1832,6035,23378,221,2000
46,452///,7295,23527,99167,125,2000
46,453///,2962,9206,41403,505,2000
46,454///,3143,23392,94992,212,2000
46,481///,0,0,0,25,2000
46,483///,0,0,0,1,2000
46,484///,4855,31622,134122,779,2000
46,485///,0,0,0,69,2000
46,486///,86,1361,4844,15,2000
46,487///,0,0,0,7,2000
46,488///,344,2174,9551,56,2000
46,492///,488,2889,12756,52,2000
46,493///,0,0,0,17,2000
46,511///,0,0,0,130,2000
46,512///,0,0,0,47,2000
46,513///,0,0,0,239,2000
46,514///,0,0,0,26,2000
46,522///,17228,115918,480759,698,2000
46,523///,0,0,0,203,2000
46,524///,0,0,0,831,2000
46,525///,0,0,0,4,2000
46,531///,2528,10343,45814,573,2000
46,532///,1192,5238,24084,172,2000
46,533///,72,288,1447,10,2000
46,541///,8298,56354,245502,1509,2000
46,551///,2855,38021,151630,100,2000
46,561///,9026,30552,131970,754,2000
46,562///,632,3265,14821,99,2000
46,611///,7047,28948,118608,155,2000
46,621///,11180,103389,468931,1060,2000
46,622///,0,0,0,62,2000
46,623///,12414,43778,181618,260,2000
46,624///,0,0,0,573,2000
46,711///,393,1495,6666,64,2000
46,712///,221,1012,5796,45,2000
46,713///,5073,16192,72880,428,2000
46,721///,7430,17734,86387,540,2000
46,722///,23758,47818,208349,1649,2000
46,811///,3742,16884,70928,874,2000
46,812///,2606,9411,40282,501,2000
46,813///,7439,23038,97169,1283,2000
47,113///,0,0,0,251,2000
47,114///,0,0,0,6,2000
47,115///,0,0,0,83,2000
47,211///,0,0,0,20,2000
47,212///,3880,33106,138007,188,2000
47,213///,0,0,0,33,2000
47,221///,3367,32770,136864,171,2000
47,233///,32715,254415,1135313,3561,2000
47,234///,21217,156565,734621,807,2000
47,235///,77511,548381,2373002,7062,2000
47,311///,38492,292219,1240256,351,2000
47,312///,3977,37651,150420,64,2000
47,313///,9846,69882,284434,92,2000
47,314///,5654,36944,145925,137,2000
47,315///,18818,91257,348450,280,2000
47,316///,2860,13328,53920,41,2000
47,321///,20320,117538,500208,608,2000
47,322///,17293,171351,712070,172,2000
47,323///,23156,186920,773116,774,2000
47,324///,1407,14965,59495,59,2000
47,325///,30509,360070,1490277,281,2000
47,326///,37246,293163,1191168,391,2000
47,327///,15021,142259,531526,365,2000
47,331///,16968,163902,670757,161,2000
47,332///,46843,353575,1438233,1147,2000
47,333///,43062,349265,1392076,544,2000
47,334///,14906,161011,561819,188,2000
47,335///,24217,184598,732428,155,2000
47,336///,61153,651976,2522751,307,2000
47,337///,26546,164919,665166,473,2000
47,339///,17327,131756,533463,503,2000
47,421///,75111,745308,3022101,5582,2000
47,422///,51486,437849,1825571,2424,2000
47,441///,41498,314707,1373406,3116,2000
47,442///,10828,57492,243177,1347,2000
47,443///,6884,38135,155775,861,2000
47,444///,27110,159786,678508,2036,2000
47,445///,57016,187105,764535,2942,2000
47,446///,19353,102012,441506,1751,2000
47,447///,24801,78793,329628,3249,2000
47,448///,26844,85551,358712,3221,2000
47,451///,11124,35692,155881,1281,2000
47,452///,60860,223612,929612,1166,2000
47,453///,16460,63383,278396,2833,2000
47,454///,8719,47322,198911,821,2000
47,481///,6422,50996,235354,96,2000
47,483///,954,7767,35845,23,2000
47,484///,56215,436192,1874499,2529,2000
47,485///,4787,20715,86938,309,2000
47,486///,498,8503,28212,53,2000
47,487///,184,997,5633,19,2000
47,488///,7138,52416,231088,519,2000
47,492///,23614,189132,834697,536,2000
47,493///,4365,27891,128276,208,2000
47,511///,14605,125581,507434,492,2000
47,512///,4956,35543,148283,499,2000
47,513///,27526,266765,1054360,1180,2000
47,514///,5054,54999,231210,293,2000
47,521///,0,0,0,2,2000
47,522///,53288,447027,1785628,4271,2000
47,523///,7950,197688,783875,900,2000
47,524///,40532,406024,1630210,3332,2000
47,525///,0,0,0,39,2000
47,531///,20546,129231,560373,3604,2000
47,532///,12818,72426,302992,1502,2000
47,533///,518,5449,22519,41,2000
47,541///,95083,909166,4059794,9919,2000
47,551///,73863,1129915,4260285,1052,2000
47,561///,181467,821091,3570380,5977,2000
47,562///,6169,52718,228375,276,2000
47,611///,43296,215435,903815,945,2000
47,621///,92937,876895,3974576,8566,2000
47,622///,110787,880573,3582110,188,2000
47,623///,50801,221335,898450,1137,2000
47,624///,30664,101121,425337,2629,2000
47,711///,6738,85312,397205,812,2000
47,712///,2262,9739,42284,108,2000
47,713///,13470,45418,226191,1108,2000
47,721///,27496,100370,442351,1425,2000
47,722///,170461,424555,1806910,8205,2000
47,811///,23225,142764,605870,4020,2000
47,812///,26274,110178,470466,3412,2000
47,813///,63550,233914,964252,7111,2000
48,113///,2851,19988,78765,405,2000
48,114///,828,3699,12814,178,2000
48,115///,5440,25902,129268,738,2000
48,211///,31923,597958,2326614,3027,2000
48,212///,8333,86496,361096,355,2000
48,213///,65819,710126,3136314,2633,2000
48,221///,49927,862910,3029405,2216,2000
48,233///,100563,943269,4084565,10578,2000
48,234///,118027,1024439,4452631,2930,2000
48,235///,301137,2083928,9183630,24878,2000
48,311///,87226,572604,2449401,1619,2000
48,312///,10962,95650,448149,127,2000
48,313///,4088,24419,108227,114,2000
48,314///,9178,43388,178762,379,2000
48,315///,30896,146691,579527,676,2000
48,316///,6011,27783,112976,169,2000
48,321///,31391,194651,788408,787,2000
48,322///,22102,201163,825680,289,2000
48,323///,43459,354254,1463659,2389,2000
48,324///,21621,344826,1298654,199,2000
48,325///,80024,1131518,4528569,1121,2000
48,326///,55943,409098,1645135,980,2000
48,327///,38804,307595,1263092,1197,2000
48,331///,26653,251234,1053220,339,2000
48,332///,117800,954498,4066763,4230,2000
48,333///,79376,728008,3599929,1594,2000
48,334///,133267,2152302,7977302,1093,2000
48,335///,24730,215116,885808,412,2000
48,336///,74797,859308,3489655,809,2000
48,337///,28004,175707,746563,1014,2000
48,339///,40064,304062,1227919,1872,2000
48,421///,294637,3436101,14105863,22389,2000
48,422///,162890,1488664,6070225,10242,2000
48,441///,144225,1198065,5313501,8983,2000
48,442///,36016,216591,932422,4018,2000
48,443///,29191,176756,733364,3064,2000
48,444///,83968,511071,2107548,5714,2000
48,445///,188235,785490,3158047,9476,2000
48,446///,55554,262506,1106364,5226,2000
48,447///,75015,265050,1068481,10385,2000
48,448///,92932,318634,1373614,10212,2000
48,451///,38923,134513,567162,3615,2000
48,452///,191780,733924,3085758,3101,2000
48,453///,54841,222170,922818,8549,2000
48,454///,30510,434272,1476816,2415,2000
48,481///,67928,833545,3189220,423,2000
48,483///,4294,42825,170117,126,2000
48,484///,102722,763645,3215420,7850,2000
48,485///,15749,69817,296772,516,2000
48,486///,12898,452303,1292932,540,2000
48,487///,875,4248,27536,73,2000
48,488///,55890,460367,1998281,3085,2000
48,492///,40580,232082,1032457,857,2000
48,493///,11153,77823,329874,609,2000
48,511///,58507,930298,3904981,2152,2000
48,512///,14988,62293,250435,971,2000
48,513///,129682,1756633,6936476,4158,2000
48,514///,42840,719960,2535108,1513,2000
48,521///,0,0,0,4,2000
48,522///,190652,1924402,7297920,12080,2000
48,523///,42644,1236486,4204566,5156,2000
48,524///,146950,1636233,6232111,12863,2000
48,525///,0,0,0,258,2000
48,531///,93350,708150,3020615,16042,2000
48,532///,52561,348298,1510328,5239,2000
48,533///,1929,25245,104305,211,2000
48,541///,445044,5312696,23499027,48854,2000
48,551///,254246,5367756,19574250,3844,2000
48,561///,775030,4466692,19271575,21655,2000
48,562///,18595,156948,641246,852,2000
48,611///,113150,671494,2777458,4159,2000
48,621///,365439,2817199,12992713,32438,2000
48,622///,313782,2490249,9967374,576,2000
48,623///,134459,552843,2265652,3179,2000
48,624///,108813,368777,1548988,8076,2000
48,711///,16285,185002,832094,1289,2000
48,712///,6277,27928,124447,316,2000
48,713///,66882,230502,995805,3503,2000
48,721///,88741,352121,1481289,3663,2000
48,722///,618856,1659513,6975326,31327,2000
48,811///,109976,716023,3004404,16528,2000
48,812///,95622,393143,1621971,12780,2000
48,813///,187767,678942,2839150,18964,2000
49,113///,0,0,0,19,2000
49,114///,0,0,0,5,2000
49,115///,0,0,0,32,2000
49,211///,864,14219,50126,58,2000
49,212///,4579,55725,230255,72,2000
49,213///,2024,15400,75977,151,2000
49,221///,5354,87650,304200,152,2000
49,233///,17477,129379,545984,2762,2000
49,234///,8268,68717,342931,306,2000
49,235///,38219,249715,1103552,5080,2000
49,311///,13990,92344,398461,263,2000
49,312///,0,0,0,14,2000
49,313///,0,0,0,14,2000
49,314///,0,0,0,61,2000
49,315///,1317,6160,26982,65,2000
49,316///,0,0,0,16,2000
49,321///,2372,12659,53348,137,2000
49,322///,2889,23481,100612,33,2000
49,323///,7248,51163,212023,281,2000
49,324///,1577,20502,82543,19,2000
49,325///,5570,46600,200709,130,2000
49,326///,4332,30579,125774,148,2000
49,327///,4006,30850,145136,139,2000
49,331///,5803,67646,265071,60,2000
49,332///,10669,87330,351183,473,2000
49,333///,6352,61513,245210,165,2000
49,334///,15752,169988,715246,153,2000
49,335///,1466,12808,52867,37,2000
49,336///,14944,169622,640060,94,2000
49,337///,7252,45684,192774,252,2000
49,339///,15082,113086,467337,363,2000
49,421///,26915,248462,1025722,2229,2000
49,422///,17032,136623,557499,1065,2000
49,441///,16294,116930,510070,1007,2000
49,442///,5093,30499,126347,487,2000
49,443///,3318,19359,87577,382,2000
49,444///,10762,67452,368777,724,2000
49,445///,24309,88865,367536,675,2000
49,446///,4127,21345,91539,494,2000
49,447///,9884,28911,118065,924,2000
49,448///,9868,30999,127246,1077,2000
49,451///,7658,24171,98514,675,2000
49,452///,20256,77412,318249,222,2000
49,453///,6060,21140,89281,896,2000
49,454///,6195,35058,152266,389,2000
49,481///,0,0,0,39,2000
49,483///,0,0,0,1,2000
49,484///,19772,138855,599066,953,2000
49,485///,0,0,0,52,2000
49,486///,0,0,0,25,2000
49,487///,0,0,0,17,2000
49,488///,2297,14445,61454,186,2000
49,492///,5150,29237,133098,97,2000
49,493///,241,1644,7277,39,2000
49,511///,8426,107376,399596,289,2000
49,512///,2750,10089,41844,199,2000
49,513///,9557,114264,436715,396,2000
49,514///,6524,38146,162966,221,2000
49,521///,0,0,0,1,2000
49,522///,27977,231586,886715,2177,2000
49,523///,0,0,0,636,2000
49,524///,12275,114809,434896,1433,2000
49,525///,0,0,0,20,2000
49,531///,9490,50643,220743,2056,2000
49,532///,4785,26716,109550,519,2000
49,533///,225,2202,6490,17,2000
49,541///,50856,467474,2095762,5390,2000
49,551///,17309,297406,1011182,314,2000
49,561///,99568,439464,1869285,2605,2000
49,562///,2284,21863,97895,110,2000
49,611///,24345,102763,436970,561,2000
49,621///,29059,223071,1073053,3654,2000
49,622///,31975,237028,1002598,60,2000
49,623///,13638,53979,222921,352,2000
49,624///,8741,32026,133471,669,2000
49,711///,0,0,0,184,2000
49,712///,0,0,0,22,2000
49,713///,0,0,0,434,2000
49,721///,16581,53876,216577,573,2000
49,722///,63406,141895,600705,3311,2000
49,811///,10753,63200,266872,1834,2000
49,812///,8170,28178,119499,1181,2000
49,813///,24268,133592,591845,920,2000
50,113///,0,0,0,90,2000
50,114///,0,0,0,3,2000
50,115///,0,0,0,46,2000
50,212///,0,0,0,55,2000
50,213///,3,10,103,3,2000
50,221///,0,0,0,64,2000
50,233///,4187,29787,137669,958,2000
50,234///,1810,15650,81543,129,2000
50,235///,8307,57733,262158,1623,2000
50,311///,4232,29411,125401,146,2000
50,312///,356,2422,10206,17,2000
50,313///,195,1644,7160,14,2000
50,314///,177,942,4097,26,2000
50,315///,772,3954,16801,40,2000
50,316///,0,0,0,7,2000
50,321///,3501,22402,88746,147,2000
50,322///,1461,13141,54816,16,2000
50,323///,2790,23166,91296,123,2000
50,324///,0,0,0,3,2000
50,325///,552,4570,20371,20,2000
50,326///,2078,17995,73176,39,2000
50,327///,2165,14786,74776,129,2000
50,331///,0,0,0,6,2000
50,332///,3140,30656,119705,110,2000
50,333///,3625,35913,149047,80,2000
50,334///,10294,166176,572770,45,2000
50,335///,1509,13718,58416,20,2000
50,336///,3333,34043,147291,20,2000
50,337///,3013,18246,75404,81,2000
